_id,Year,Month,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin,Mail From Origin,Mail To Origin
282,2024,8,KOLKATA,RAIPUR,10828,10359,27.33,0.01,1.64,0.00
283,2024,1,KOLKATA,RANCHI,6132,6106,1.02,0.11,0.00,3.17
284,2024,2,KOLKATA,RANCHI,6064,5754,1.12,0.07,0.00,1.92
285,2024,3,KOLKATA,RANCHI,6103,6021,1.11,0.24,0.00,2.59
286,2024,4,KOLKATA,RANCHI,8320,8344,3.47,19.52,0.38,3.08
287,2024,6,KOLKATA,RANCHI,8432,8693,7.79,1.72,1.63,4.89
288,2024,7,KOLKATA,RANCHI,7571,8027,3.93,1.92,2.86,4.35
289,2024,8,KOLKATA,RANCHI,7622,7978,3.93,2.91,2.05,4.12
290,2024,1,KOLKATA,ROURKELA,33,0,0.00,0.00,0.00,0.00
291,2024,2,KOLKATA,ROURKELA,116,191,0.00,0.00,0.00,0.00
292,2024,3,KOLKATA,ROURKELA,305,389,0.00,0.00,0.00,0.00
293,2024,4,KOLKATA,ROURKELA,559,663,0.00,0.00,0.00,0.00
294,2024,6,KOLKATA,ROURKELA,549,583,0.00,0.00,0.00,0.00
295,2024,7,KOLKATA,ROURKELA,518,521,0.00,0.00,0.00,0.00
296,2024,8,KOLKATA,ROURKELA,657,643,0.00,0.00,0.00,0.00
297,2024,3,KOLKATA,Rajkot International Airport,12,7,0.00,0.00,0.00,0.00
298,2024,4,KOLKATA,Rajkot International Airport,109,128,0.00,0.00,0.00,0.00
299,2024,6,KOLKATA,Rajkot International Airport,182,134,0.10,0.00,0.00,0.00
300,2024,7,KOLKATA,Rajkot International Airport,92,84,0.00,0.00,0.00,0.00
301,2024,8,KOLKATA,Rajkot International Airport,58,85,0.00,0.00,0.00,0.00
302,2024,1,KOLKATA,SHILLONG,3974,3740,0.15,0.00,0.00,0.00
303,2024,2,KOLKATA,SHILLONG,3478,2904,0.14,0.00,0.00,0.00
304,2024,3,KOLKATA,SHILLONG,3899,3210,0.22,0.37,0.00,0.00
305,2024,4,KOLKATA,SHILLONG,2281,1520,0.19,0.00,0.00,0.00
306,2024,6,KOLKATA,SHILLONG,2980,2574,0.14,0.00,0.00,0.00
307,2024,7,KOLKATA,SHILLONG,2244,1889,0.02,0.00,0.00,0.00
308,2024,8,KOLKATA,SHILLONG,1939,1573,0.07,0.00,0.00,0.00
309,2024,1,KOLKATA,SILCHAR,12045,10563,84.51,0.07,10.73,0.00
310,2024,2,KOLKATA,SILCHAR,10740,10216,51.63,0.02,8.92,0.00
311,2024,3,KOLKATA,SILCHAR,11768,11307,59.62,0.71,3.51,0.00
312,2024,4,KOLKATA,SILCHAR,10443,9686,43.45,0.04,2.31,0.00
313,2024,6,KOLKATA,SILCHAR,10519,11618,34.59,0.11,2.87,0.00
314,2024,7,KOLKATA,SILCHAR,12938,13345,29.63,0.23,3.07,0.00
315,2024,8,KOLKATA,SILCHAR,11935,12741,48.50,0.03,6.04,0.00
